Gene;GDI;;;
GRSF1;1,884178447;;;
USE1;1,883819526;;;
TFDP2;1,883057281;;;
SHISA5;1,88301603;;;
SNX11;1,882989168;;;
RCN2;1,882388885;;;
BCL7C;1,882232465;;;
SEMA4D;1,881795527;;;
MTIF3;1,881634519;;;
SLC15A4;1,881603431;;;
MRPL32;1,881527996;;;
ZNF302;1,881434542;;;
SAE1;1,881208307;;;
UBE2B;1,881046567;;;
MCRS1;1,880971863;;;
SLC38A1;1,880558707;;;
SND1;1,880371306;;;
NAT9;1,880330378;;;
HIST1H1C;1,879935481;;;
LRCH4;1,879852094;;;
KCNN4;1,879406781;;;
GMIP;1,878994413;;;
STK11;1,878871703;;;
PRNP;1,878769658;;;
ATP6V1C1;1,878538501;;;
PA2G4;1,878450305;;;
SNAPC2;1,878114661;;;
DCUN1D5;1,877565191;;;
TOMM40;1,877487863;;;
NLRP1;1,877270899;;;
UBA7;1,876918316;;;
LASP1;1,876915226;;;
F8A1;1,876913481;;;
SSBP1;1,876883106;;;
TCEB1;1,876685433;;;
RIT1;1,876084355;;;
IL2RA;1,87597612;;;
STK38L;1,875544046;;;
STAP1;1,875482435;;;
IFNAR1;1,875468087;;;
CTC-479C5,12;1,875027845;;;
ZCCHC11;1,874686946;;;
BCL2L12;1,874665276;;;
UBE2M;1,874649326;;;
BBC3;1,874498674;;;
SLC39A11;1,874348627;;;
SEL1L3;1,874184851;;;
FLOT1;1,873906271;;;
RAD23A;1,873857821;;;
DIP2A;1,873321978;;;
PARL;1,872952593;;;
COPS7A;1,872903678;;;
DHRSX;1,872651479;;;
NKIRAS2;1,872544961;;;
PARP14;1,872004457;;;
SBDS;1,871717714;;;
C19orf40;1,87165362;;;
AKIP1;1,871402403;;;
WNT7A;1,871234991;;;
ATF6B;1,870899635;;;
PPP1R3E;1,870899197;;;
HDAC2;1,87026329;;;
GTF2F2;1,870223385;;;
TBCD;1,870162946;;;
PRKCSH;1,870150016;;;
MAGED2;1,86991802;;;
MAD1L1;1,869911319;;;
RDX;1,869625186;;;
PITPNC1;1,869575395;;;
NOTCH1;1,869404274;;;
GBP4;1,868990117;;;
FAM53C;1,86897747;;;
LYRM5;1,868906734;;;
AP3D1;1,868469128;;;
SEC24D;1,86840431;;;
MADD;1,86837313;;;
IMMT;1,86825482;;;
CNPY2;1,868127514;;;
PSMG1;1,86762839;;;
DOT1L;1,867470842;;;
CTD-2020K17,4;1,867414659;;;
ELF4;1,865214633;;;
CAPZA1;1,865133449;;;
DLGAP1-AS1;1,865042745;;;
IL6R;1,864742737;;;
FAM3C;1,864619111;;;
RAB33A;1,864594238;;;
RP11-220I1,1;1,864339126;;;
NIT1;1,863974484;;;
MCF2L-AS1;1,863955409;;;
CCT2;1,863901352;;;
EPB41;1,863814848;;;
CAMK1D;1,863414935;;;
GPR108;1,863141065;;;
LTV1;1,862815029;;;
ARFGAP2;1,862763874;;;
ELP5;1,862759165;;;
APOBEC3F;1,862448087;;;
MPND;1,862380192;;;
CDK16;1,862350235;;;
C17orf89;1,862147917;;;
ATP2B4;1,862093976;;;
JSRP1;1,861876262;;;
ZC3H15;1,861809202;;;
UROS;1,861560194;;;
ERN1;1,861423205;;;
BNIP2;1,861009055;;;
GRK6;1,860324706;;;
C11orf83;1,860268201;;;
LINC00920;1,859737306;;;
MX2;1,859708037;;;
C8orf82;1,859695063;;;
CIDEB;1,859545858;;;
RPL39L;1,859492059;;;
RABL6;1,859335137;;;
C16orf98;1,859271713;;;
CHMP6;1,859061029;;;
PRKAG1;1,8588885;;;
PJA2;1,858656936;;;
GSPT1;1,858548032;;;
NT5C3A;1,858259077;;;
MRPL19;1,858132469;;;
BNIP3L;1,85756247;;;
USP32;1,857478032;;;
ANXA11;1,856345548;;;
ASPSCR1;1,856237182;;;
OGFOD3;1,856157527;;;
ACP1;1,856050904;;;
OXSR1;1,855670117;;;
TIMM23;1,855434544;;;
MVB12A;1,855211087;;;
BAZ2B;1,854985661;;;
SYMPK;1,854596939;;;
GNL2;1,854563106;;;
SLBP;1,854342548;;;
PPHLN1;1,854130212;;;
IRF2;1,853794765;;;
KRT1;1,853711449;;;
KLF16;1,853701288;;;
CLTC;1,853683903;;;
C19orf48;1,853518045;;;
LTK;1,853484512;;;
RP11-108M9,4;1,852794282;;;
ABHD6;1,852792722;;;
SLFN11;1,852199348;;;
CCDC102A;1,852092368;;;
PIGF;1,85206304;;;
DNAJB9;1,851926199;;;
CPSF3;1,851822486;;;
UBE2E1;1,851643654;;;
RP11-22N19,2;1,851471528;;;
FAM175A;1,851423936;;;
RABEP2;1,851256323;;;
SPATS2;1,851226084;;;
SNX9;1,851225209;;;
ARL3;1,850949774;;;
MGMT;1,850940502;;;
AGO4;1,850932799;;;
P4HA1;1,850871415;;;
GMPPA;1,850540996;;;
DPP3;1,850498699;;;
ATP2A2;1,850447316;;;
EIF4H;1,850419555;;;
BICD2;1,850418659;;;
ARHGAP26;1,850381129;;;
COX11;1,850040664;;;
HSPBP1;1,849731699;;;
DGUOK;1,849669997;;;
DPH5;1,849649803;;;
HOOK3;1,849548195;;;
WBSCR22;1,849547554;;;
WDR54;1,849266387;;;
TAF9;1,848729489;;;
CYB5A;1,848640309;;;
TSPAN15;1,847943615;;;
NAA16;1,847466288;;;
THYN1;1,847378564;;;
TIPRL;1,847221462;;;
MTHFD2L;1,847199201;;;
RALA;1,847092528;;;
PNMA1;1,846885907;;;
C12orf10;1,846693684;;;
NCSTN;1,846622066;;;
FAM136A;1,846401764;;;
IFNAR2;1,846128981;;;
MLXIP;1,845946811;;;
IER3;1,845921275;;;
STIP1;1,845683265;;;
TXNDC12;1,845455485;;;
SFT2D2;1,845424127;;;
UBR4;1,845335537;;;
ICA1;1,845191582;;;
JMJD6;1,845085779;;;
MTHFD1L;1,844914609;;;
MOB2;1,844812129;;;
SH3KBP1;1,844175646;;;
GCLM;1,844021973;;;
TMC6;1,843899018;;;
CDC42SE1;1,843604458;;;
ZNF75A;1,842755767;;;
SF3B4;1,842690281;;;
TAPSAR1;1,842370264;;;
COMMD10;1,842141651;;;
MSC;1,842134061;;;
TRIM28;1,841854229;;;
SETD5-AS1;1,841503768;;;
KARS;1,840614255;;;
LSM1;1,840514282;;;
KCNA3;1,840508517;;;
MRPS33;1,840466712;;;
ABCA7;1,840253218;;;
ST3GAL5;1,840227592;;;
ZCCHC6;1,840151515;;;
AKIRIN1;1,839745015;;;
AP1M1;1,839690886;;;
SMC1A;1,839476624;;;
EMG1;1,839133467;;;
B3GALT4;1,839115129;;;
PNKD;1,838921921;;;
IL16;1,838842739;;;
SIRT7;1,838697165;;;
RPP30;1,838335899;;;
GSE1;1,83809206;;;
CCDC86;1,838031525;;;
PDK1;1,837957648;;;
QDPR;1,837689993;;;
TRAFD1;1,837595234;;;
MAP1LC3B2;1,837497906;;;
LINC00528;1,837391452;;;
NIPAL3;1,837275109;;;
SRP19;1,837136936;;;
PLIN2;1,836564052;;;
MX1;1,836436441;;;
TPCN1;1,836399039;;;
TAX1BP1;1,83612304;;;
MRPL53;1,83608431;;;
NUDT21;1,835655201;;;
PSMG3;1,835622308;;;
MYCBP;1,835535941;;;
HPCAL1;1,835425055;;;
SFI1;1,835407385;;;
MKKS;1,834812216;;;
FKBP3;1,834772801;;;
EVI2A;1,834216612;;;
PAXIP1-AS1;1,83400158;;;
AKR1B1;1,833820009;;;
CCNY;1,833625286;;;
HNRNPD;1,833545948;;;
VPS53;1,833507256;;;
MRP63;1,833265307;;;
SPINK2;1,832912218;;;
LRSAM1;1,832890868;;;
ZNF600;1,832847367;;;
RPA2;1,832843586;;;
HADH;1,832703663;;;
TRIB2;1,83259062;;;
IKZF1;1,832440501;;;
DAK;1,832076986;;;
HES6;1,831252138;;;
RNPS1;1,83109127;;;
LINS;1,830924335;;;
TOR1A;1,830888633;;;
UBN1;1,830849257;;;
DNAJC8;1,830119866;;;
KIF21A;1,830062821;;;
AC084018,1;1,829931608;;;
PCYT1A;1,829754972;;;
ZNF699;1,829674579;;;
ZFAND3;1,829623287;;;
MRPL17;1,829561485;;;
SAMM50;1,829522257;;;
SMAGP;1,829400324;;;
RP11-169K16,9;1,829211009;;;
SUGT1;1,828397831;;;
ORAI1;1,828304507;;;
RP11-641A6,2;1,827964593;;;
PLCD1;1,827903381;;;
DDX49;1,827672114;;;
CTA-445C9,15;1,827500198;;;
SLC39A4;1,827331128;;;
LINC00685;1,827222411;;;
MEPCE;1,826832889;;;
LENG8;1,826796113;;;
SLFN12L;1,826317099;;;
NUCKS1;1,82611097;;;
CACUL1;1,826105297;;;
TSR3;1,825962025;;;
CISD2;1,825461624;;;
EEPD1;1,825275226;;;
ATHL1;1,825264922;;;
MPC2;1,825033981;;;
CTC-524C5,2;1,82465404;;;
MT1F;1,824647924;;;
MAML3;1,824520782;;;
CTD-2336O2,1;1,824473868;;;
HNRNPR;1,824408896;;;
GALM;1,824391643;;;
PLOD3;1,824152667;;;
SZRD1;1,823707987;;;
CLIP1;1,823260501;;;
RNF126;1,822391438;;;
CYB5B;1,822318512;;;
NRBP1;1,822249419;;;
CLPTM1;1,822181829;;;
MTERFD2;1,822125072;;;
MDM1;1,821703102;;;
VBP1;1,821598576;;;
FARSA;1,821500271;;;
PXMP2;1,821326448;;;
GNB5;1,821241105;;;
CORO7;1,82119625;;;
TSSC4;1,821175133;;;
NFE2L3;1,820750311;;;
ZDHHC3;1,820601297;;;
RNF187;1,820461622;;;
LRR1;1,82035243;;;
ZBTB25;1,820257011;;;
SLC7A6;1,820106637;;;
SCFD2;1,820079644;;;
PAK1IP1;1,820017153;;;
APOA1BP;1,819929651;;;
DGAT1;1,819472604;;;
SPAG9;1,818969633;;;
CCDC69;1,818859654;;;
ATP10D;1,818422676;;;
ZDHHC18;1,818192501;;;
NFKB2;1,81817561;;;
NAPG;1,818115883;;;
TMEM206;1,818069656;;;
PBDC1;1,817910245;;;
ARHGEF2;1,817861483;;;
SLCO3A1;1,817763001;;;
CHCHD7;1,817594362;;;
MAZ;1,816425033;;;
TIAM1;1,816320284;;;
SEC61A1;1,816213596;;;
CBX6;1,816106673;;;
ARHGAP9;1,815562722;;;
TMEM107;1,815532511;;;
CNOT7;1,815145281;;;
PARP12;1,81499961;;;
SAP30BP;1,814769744;;;
CISD1;1,814686841;;;
PNPLA2;1,814676563;;;
SLC2A1;1,814539225;;;
LACTB2;1,814055305;;;
ZFYVE28;1,81378454;;;
ATG4B;1,813618557;;;
C18orf8;1,813521461;;;
TPR;1,813486934;;;
GK;1,813401608;;;
BTN3A1;1,813210828;;;
PYURF;1,813197974;;;
FRAT1;1,813083169;;;
AP5B1;1,813078401;;;
SNRPN;1,812819818;;;
RTCB;1,812731567;;;
MAN2C1;1,81233163;;;
PPP2CA;1,812016313;;;
C4orf33;1,8120063;;;
PPP1R11;1,811664658;;;
HOXB-AS1;1,811636635;;;
CCND2;1,811455978;;;
MAGEF1;1,810917786;;;
SLC12A7;1,810281401;;;
GPCPD1;1,810204079;;;
HOOK2;1,809727193;;;
CD226;1,809544312;;;
PTPRA;1,809179042;;;
INPP4A;1,809010369;;;
DNPEP;1,808910321;;;
SCAF11;1,808896094;;;
FUT11;1,808828342;;;
UTP11L;1,808494165;;;
MVD;1,808267795;;;
MICU1;1,808133353;;;
GRPEL1;1,807909105;;;
EID3;1,807764573;;;
TMEM261;1,807584175;;;
IK;1,807455435;;;
YME1L1;1,807151904;;;
ALG3;1,807111474;;;
EML4;1,807097485;;;
EIF5B;1,807078562;;;
CDKN2C;1,806738391;;;
SGOL2;1,806413308;;;
POLR2I;1,80582853;;;
CLK1;1,805825167;;;
BNIP3;1,805481702;;;
IFT27;1,805316787;;;
TIMM50;1,804919773;;;
C19orf25;1,804908253;;;
SPTSSB;1,804890908;;;
PSMD14;1,804539335;;;
CHURC1;1,80447397;;;
SNHG12;1,804310325;;;
TRIM69;1,80418906;;;
LENG1;1,803776072;;;
MGAT4B;1,80376451;;;
XRCC5;1,803460677;;;
DHPS;1,803374386;;;
SNX29;1,803073275;;;
EIF1AX;1,803017216;;;
POFUT1;1,802879169;;;
MAP4;1,802694087;;;
PPP5C;1,802637185;;;
HSD17B8;1,80255719;;;
RBPJ;1,802312321;;;
RCN1;1,802084088;;;
ARHGAP1;1,801692273;;;
TCTEX1D2;1,801658473;;;
PRMT10;1,801652049;;;
CCT7;1,801618688;;;
CRTAM;1,80101381;;;
C4orf46;1,800691771;;;
SEPT2;1,80066498;;;
HMGCL;1,800641792;;;
MAPRE1;1,80019143;;;
TAF6L;1,800148514;;;
GSDMD;1,799957472;;;
PDE3B;1,799947842;;;
HAUS7;1,799857578;;;
PPP2R3C;1,799784726;;;
FBLN2;1,799497635;;;
CENPB;1,7994026;;;
PLCXD1;1,799400655;;;
AC005076,5;1,799324323;;;
DHDDS;1,799020053;;;
GPS1;1,798524279;;;
PFDN1;1,79839035;;;
LPAR5;1,798219026;;;
EEF1E1;1,797954783;;;
C14orf80;1,797909474;;;
PAG1;1,797572169;;;
TMEM191C;1,797502203;;;
RAD23B;1,797028946;;;
EXOSC8;1,796791911;;;
APPL1;1,796691129;;;
TMOD3;1,796666584;;;
CBL;1,796549312;;;
EIF4G1;1,796525573;;;
TBKBP1;1,796316376;;;
AHSA1;1,796276596;;;
MRPL10;1,796235976;;;
RP11-139H15,1;1,796230469;;;
NOP58;1,79592696;;;
ZNF430;1,795761061;;;
MMP28;1,795706547;;;
TNFAIP3;1,795646452;;;
CASP6;1,795622864;;;
PDCD2;1,795540117;;;
MAT2B;1,795518225;;;
CDC5L;1,795509383;;;
BYSL;1,795403534;;;
ZNF672;1,795279258;;;
RRM1;1,795230078;;;
ATG4C;1,795035251;;;
MT1X;1,79494288;;;
C12orf4;1,794628568;;;
TXNDC11;1,794612199;;;
CLASRP;1,794339749;;;
SNRPA;1,794266272;;;
LINC00944;1,793855374;;;
SRP54;1,793799939;;;
PMPCB;1,793690004;;;
MYCBP2;1,793525518;;;
SLC25A13;1,793289334;;;
CELA1;1,793244003;;;
RAB7L1;1,791982191;;;
DPP4;1,791672728;;;
TLK1;1,791474878;;;
MAFF;1,791387986;;;
RASSF7;1,791352063;;;
RBM6;1,791248536;;;
EFTUD2;1,790699464;;;
TOX;1,790634524;;;
MED15;1,789953166;;;
APOM;1,789847724;;;
PITHD1;1,789558238;;;
SNRPB2;1,789493832;;;
TRABD;1,789392678;;;
PDCD4-AS1;1,789180658;;;
PPP1R16A;1,788986954;;;
HDHD3;1,788947271;;;
CCZ1;1,788804262;;;
RABEP1;1,788772554;;;
ZNF274;1,788085888;;;
NUPL2;1,788066987;;;
PBX2;1,787729777;;;
AFF4;1,787707364;;;
TMEM55A;1,787607884;;;
NOP16;1,787469604;;;
HIBCH;1,787176487;;;
GEMIN8;1,78711945;;;
NBN;1,786642788;;;
P2RY10;1,786618179;;;
CYB5R1;1,786269311;;;
DAGLB;1,786256184;;;
YPEL2;1,786004435;;;
HNRNPH3;1,785713533;;;
SP140L;1,785510536;;;
SF3B1;1,784980629;;;
RP11-349A22,5;1,784776471;;;
RBBP7;1,784736121;;;
BTBD10;1,784714774;;;
DOPEY2;1,78471264;;;
TBK1;1,784691874;;;
POLR2A;1,784577584;;;
ANXA7;1,784411506;;;
CLINT1;1,784320473;;;
TMEM218;1,784208048;;;
LARP7;1,784037472;;;
LINC-PINT;1,783606719;;;
ARL2BP;1,783481191;;;
STK4;1,783394005;;;
LSM5;1,782912107;;;
SGK223;1,782869632;;;
STX18;1,782440183;;;
ULK1;1,782331449;;;
POLD2;1,782287568;;;
CHID1;1,782252242;;;
ALG5;1,782245965;;;
ARHGAP10;1,782162063;;;
METTL9;1,781666662;;;
COA4;1,781525337;;;
MRPL34;1,781181378;;;
BEX5;1,780683716;;;
TOP1MT;1,7805634;;;
BEST1;1,779998825;;;
PGLYRP2;1,779757297;;;
HIST2H2BE;1,779380719;;;
CXCR6;1,779295613;;;
OCIAD1;1,779273492;;;
TMEM60;1,779207439;;;
PSMC6;1,778963279;;;
REPIN1;1,778959439;;;
GORASP1;1,778903468;;;
PSMF1;1,77857121;;;
MRPL33;1,778536924;;;
FGFR1OP2;1,778466815;;;
TBC1D5;1,778422103;;;
TPD52L2;1,778219044;;;
REXO2;1,778180528;;;
POLDIP2;1,77813717;;;
KCNQ1;1,778078309;;;
LYRM9;1,777894683;;;
POMC;1,777786081;;;
PUF60;1,777732882;;;
VWA5A;1,777229491;;;
RNF214;1,776966743;;;
ULK3;1,776795827;;;
PSMG4;1,776252145;;;
ACAP2;1,776207123;;;
MCM7;1,776191751;;;
CLN5;1,776054478;;;
DNAJB2;1,775848204;;;
MPLKIP;1,775646034;;;
TRIM25;1,775613358;;;
VAC14;1,774862531;;;
RSBN1L;1,774711756;;;
KIF1C;1,774682861;;;
MTHFR;1,774545665;;;
GGNBP2;1,77420467;;;
TM2D1;1,774142989;;;
BCL2L11;1,773875845;;;
ZNF688;1,773733652;;;
GABBR1;1,773427422;;;
THRA;1,773420663;;;
EMC10;1,773383258;;;
TMC8;1,773381745;;;
PWP2;1,773372324;;;
MESDC2;1,773319626;;;
CHMP1A;1,773015056;;;
EPS8L2;1,772929265;;;
CYHR1;1,772439004;;;
DPM3;1,77238251;;;
RTCA;1,772253168;;;
PDIA4;1,772228093;;;
MTFP1;1,772061735;;;
RNU12;1,772009858;;;
RP11-127B20,3;1,771994562;;;
TMEM203;1,771940261;;;
TNRC6B;1,771918227;;;
RDH11;1,771792797;;;
PSMD1;1,771712345;;;
PSMD11;1,771660676;;;
ZCCHC7;1,771657294;;;
MAP7D1;1,771499578;;;
METTL23;1,771459308;;;
UBL4A;1,77111865;;;
CGGBP1;1,771114057;;;
SFPQ;1,770290807;;;
MED4;1,770257142;;;
JKAMP;1,770230841;;;
PRR7;1,76967371;;;
COPS4;1,769565304;;;
TPGS2;1,769450045;;;
TRPV2;1,769348898;;;
ASF1A;1,76915422;;;
GCAT;1,769111621;;;
FBXO7;1,769072947;;;
APITD1;1,768977669;;;
IRF2BP2;1,768604158;;;
PNN;1,768546671;;;
ZNF830;1,768527834;;;
PI4KA;1,768508537;;;
ARFRP1;1,768134001;;;
PRPF8;1,76810747;;;
EPHA1;1,768011993;;;
PYROXD2;1,768006611;;;
RP11-473M20,7;1,767852816;;;
USP3;1,767763823;;;
KMT2E-AS1;1,767647997;;;
POLR2C;1,7676396;;;
FDFT1;1,767622693;;;
HDHD1;1,767355895;;;
HNRNPL;1,767347159;;;
CENPK;1,766711696;;;
MRPS26;1,765978202;;;
BOD1L1;1,765896965;;;
PCID2;1,765808672;;;
BAG6;1,765521816;;;
ERLIN2;1,765412525;;;
PDCD4;1,765257912;;;
TCEAL8;1,765116216;;;
SFXN4;1,765098549;;;
SCD5;1,764903911;;;
SLC8B1;1,764344679;;;
SDR39U1;1,763914023;;;
SLC38A2;1,763561926;;;
MDFIC;1,763531949;;;
MRPS36;1,763450489;;;
ATXN2L;1,763292751;;;
NTAN1;1,763223748;;;
APEX2;1,763190585;;;
DPH3;1,762994139;;;
SLC10A3;1,762969925;;;
LLPH;1,762606772;;;
SUPT3H;1,762240186;;;
MATR3;1,762055795;;;
IWS1;1,76201579;;;
CENPT;1,76196735;;;
CHCHD4;1,761653086;;;
DERL2;1,761622167;;;
STRAP;1,761613035;;;
IPO11;1,761461539;;;
TBRG1;1,761411385;;;
NELFE;1,761230926;;;
GALNT1;1,761032618;;;
C8orf76;1,761016669;;;
NUP37;1,760952981;;;
EXOSC3;1,760686044;;;
CCDC22;1,760615413;;;
UTP6;1,760250981;;;
SLC52A2;1,760202871;;;
NT5DC1;1,759910104;;;
ZBTB8OS;1,759739828;;;
MIER2;1,759590246;;;
BRMS1;1,759568746;;;
CSTF2;1,759523634;;;
PHF5A;1,759361245;;;
AKT1;1,759282432;;;
METAP2;1,758820667;;;
PIGT;1,75851508;;;
LARP1;1,758497571;;;
ACIN1;1,758495405;;;
SUCLA2;1,758418186;;;
ITGB2-AS1;1,758280093;;;
KRT2;1,757942445;;;
STX4;1,757851215;;;
PFN2;1,757343069;;;
C2orf47;1,757331119;;;
RAD21;1,757186139;;;
ELOVL4;1,757104159;;;
LPAR6;1,757029408;;;
BCL7B;1,756544176;;;
STK17B;1,7564896;;;
CCDC66;1,756288442;;;
PDAP1;1,755773352;;;
FANCL;1,75572763;;;
HRAS;1,755566371;;;
CCDC101;1,755396859;;;
THAP7;1,754948032;;;
TTLL3;1,754929085;;;
PAIP1;1,754912045;;;
DCAF7;1,754910158;;;
WBP1L;1,754877593;;;
NCOR1;1,754439284;;;
C7orf49;1,754376588;;;
LMAN1;1,754285003;;;
PLK3;1,753966612;;;
SRSF11;1,753965491;;;
IL4I1;1,753732832;;;
C16orf62;1,753517385;;;
HAUS8;1,75333384;;;
EIF2D;1,753297397;;;
TSTA3;1,753081926;;;
LUC7L3;1,752809177;;;
RUVBL1;1,752737413;;;
THOC7;1,752702748;;;
WDR6;1,75263618;;;
COA6;1,752577364;;;
ABHD12;1,752445873;;;
LTB4R;1,75226775;;;
OBFC1;1,752035588;;;
HECTD1;1,75194149;;;
RSRC2;1,751749784;;;
ARID1A;1,751724074;;;
GAB3;1,751562117;;;
MIAT;1,751475591;;;
FBXO32;1,751246993;;;
ACSL6;1,751232246;;;
PPP2R5A;1,750935224;;;
CCDC159;1,750571181;;;
PHYKPL;1,750434947;;;
HDAC1;1,750089439;;;
DIAPH2;1,749778592;;;
C17orf59;1,749713896;;;
STX3;1,749535449;;;
SLC20A1;1,749490901;;;
SNX6;1,749484776;;;
AP000783,1;1,749405912;;;
SPPL3;1,74933998;;;
PPIG;1,748741687;;;
ARID4B;1,748690986;;;
ABHD15;1,748667345;;;
TSPAN14;1,748615514;;;
WDR33;1,748427753;;;
HSD17B4;1,748374857;;;
TKTL1;1,748244142;;;
FBXO5;1,747951158;;;
SMIM20;1,747652383;;;
RAP2B;1,747578045;;;
QTRTD1;1,747539065;;;
SUGP2;1,747368195;;;
VPS26B;1,747110004;;;
RBM17;1,747088235;;;
PYGB;1,746906703;;;
CPT1A;1,746724778;;;
SAR1B;1,746679615;;;
P2RX4;1,746605812;;;
MAGOH;1,746572326;;;
ST6GALNAC1;1,746148686;;;
MTRF1L;1,74598201;;;
PSMA6;1,745950305;;;
SHOC2;1,745563216;;;
ADPRHL2;1,745394466;;;
NKAP;1,745295074;;;
TMEM80;1,74520387;;;
FCHSD2;1,745180606;;;
INPP5K;1,745070836;;;
SSBP2;1,744547753;;;
ANAPC13;1,744322888;;;
CBX3;1,74426079;;;
CLCF1;1,744249371;;;
PLLP;1,744114312;;;
ABCB1;1,74403633;;;
ABHD2;1,743991921;;;
TMEM106C;1,743772302;;;
CDC37L1;1,743386455;;;
VPS41;1,74323256;;;
DDIT3;1,743162703;;;
MLKL;1,743040212;;;
LINC01003;1,742801346;;;
SMC3;1,742637483;;;
KIAA0040;1,742475676;;;
JAKMIP2;1,742421449;;;
PAFAH2;1,742420504;;;
CRIPT;1,742374349;;;
RP11-455F5,5;1,742296534;;;
LPXN;1,742269054;;;
PTPN2;1,742176668;;;
BCL2L13;1,742165553;;;
PEF1;1,74214485;;;
MT1E;1,742065734;;;
SHARPIN;1,741882692;;;
PAFAH1B2;1,741501447;;;
C6orf211;1,741111729;;;
GLOD4;1,741000025;;;
ACBD3;1,740970149;;;
RAB14;1,740956672;;;
ZNF207;1,74081641;;;
RNF220;1,740670981;;;
SPATA20;1,740607553;;;
KIAA1033;1,740402242;;;
PAM;1,740277731;;;
ANKRD39;1,740153232;;;
GALNT6;1,739976054;;;
NAP1L4;1,73984865;;;
CS;1,739745783;;;
SYNCRIP;1,739715157;;;
RAB30;1,739585127;;;
GANC;1,73953108;;;
RP11-489E7,4;1,739275724;;;
FAM53B;1,739207095;;;
CCDC34;1,738987965;;;
PRPF38B;1,738373444;;;
COPA;1,738200032;;;
F11R;1,738100971;;;
ALG14;1,738088211;;;
KIAA0247;1,738029641;;;
DYNC1H1;1,737714594;;;
KDM6B;1,737524358;;;
TFG;1,737325458;;;
ENO2;1,73729648;;;
TAF15;1,737263648;;;
DBN1;1,737123263;;;
WRB;1,737018654;;;
ZNF318;1,737008384;;;
SSSCA1;1,736855523;;;
RP11-386G11,5;1,736771106;;;
UBA3;1,736711056;;;
YARS;1,736048576;;;
ZP3;1,735990962;;;
MTX1;1,73593744;;;
SLA;1,735716392;;;
CLK4;1,735417874;;;
FNBP1;1,735359288;;;
TMEM259;1,735251411;;;
ABHD8;1,73488898;;;
CELF2;1,734706887;;;
EIF4E;1,734638134;;;
CMAS;1,734466786;;;
NSMCE4A;1,734198121;;;
CD3EAP;1,734182051;;;
SPTBN1;1,734026807;;;
NCBP2-AS2;1,734026001;;;
PINK1;1,733998242;;;
HTT;1,733777612;;;
AGPAT4;1,733750276;;;
ANAPC5;1,733745903;;;
RPA1;1,733466463;;;
AATF;1,733390532;;;
KIAA1407;1,733374111;;;
CDK4;1,733344592;;;
SETD9;1,733093801;;;
ALAS1;1,732404201;;;
PRRC2B;1,732390462;;;
ATG7;1,732376716;;;
RNF146;1,732308077;;;
PTRH1;1,732090175;;;
THUMPD1;1,731897641;;;
CAMTA2;1,731813936;;;
SPATC1L;1,731711382;;;
FNTA;1,731428543;;;
TTC9C;1,731302772;;;
CLUAP1;1,731098262;;;
KCMF1;1,731038604;;;
NFATC1;1,730755423;;;
TRIM8;1,730707181;;;
MBD3;1,730617459;;;
TXNRD1;1,729957106;;;
USP8;1,729373556;;;
PTEN;1,729364979;;;
WDR77;1,729200768;;;
RGS14;1,729163992;;;
PLGRKT;1,729132636;;;
HYAL2;1,729045849;;;
TNIK;1,729045277;;;
FOXN3;1,729033796;;;
CENPV;1,72888074;;;
HNRNPH1;1,728465005;;;
USP48;1,728194309;;;
NXT1;1,728192612;;;
MAPK13;1,728176594;;;
CLPTM1L;1,728144054;;;
DNAJA3;1,728122681;;;
LSM14A;1,728010796;;;
NUAK2;1,727874277;;;
SARDH;1,727701995;;;
GARS;1,727498992;;;
KCTD10;1,727325673;;;
PRKD2;1,727132738;;;
TAF12;1,727129219;;;
AC078883,3;1,726994199;;;
TMEM70;1,726775673;;;
ESRRA;1,726677532;;;
HDAC7;1,726650823;;;
NIN;1,726496236;;;
B4GALT1;1,726333609;;;
SLC25A24;1,726152246;;;
MCM6;1,725771733;;;
NACA2;1,725583745;;;
KRT18;1,725397323;;;
TRAF1;1,725338255;;;
HIST1H2AM;1,725231287;;;
UTS2;1,725108922;;;
SORD;1,724749309;;;
TMEM106B;1,72461092;;;
SNRPA1;1,724329102;;;
ZNF90;1,724243909;;;
ENDOG;1,724045725;;;
ASCC2;1,723975206;;;
GALNT11;1,723858114;;;
CAND1;1,723796608;;;
CAMLG;1,723773249;;;
CHST11;1,723645952;;;
ANKRD44;1,723588933;;;
TNRC6C;1,723509217;;;
TCAIM;1,723503465;;;
ITFG2;1,723180686;;;
IL6ST;1,723121167;;;
PAQR8;1,723085874;;;
GALT;1,722934507;;;
EXOC7;1,722814992;;;
SNHG10;1,72230515;;;
SEPT11;1,722261717;;;
RAD9A;1,722134911;;;
RPIA;1,722112463;;;
HS1BP3;1,722015555;;;
HNRNPLL;1,721970167;;;
MPPE1;1,721793316;;;
MAGEH1;1,721072278;;;
NKTR;1,720677902;;;
THOC3;1,720607314;;;
OSGEP;1,720285957;;;
BLCAP;1,720118223;;;
TES;1,719929471;;;
ELAVL1;1,719921981;;;
CPSF6;1,719530519;;;
GNL3;1,719325739;;;
PPIE;1,719174579;;;
WHAMM;1,719125837;;;
IGF2R;1,718905468;;;
DCAF13;1,718846381;;;
HIST2H2AC;1,718424964;;;
USP15;1,718247918;;;
NQO1;1,718203347;;;
RTN4IP1;1,718123903;;;
MRPL24;1,71802301;;;
ACADM;1,717532863;;;
